pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
HD 70642 b,b,HD 70642,HD 70642,HIP 40952,TIC 183356952,Gaia DR2 5540006949934104448,1,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2003-08,2003,Radial Velocity,Ground,Anglo-Australian Telescope,UCLES Spectrograph,3.9 m Anglo-Australian Telescope,<a refstr=CARTER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...593L..43C/abstract target=ref> Carter et al. 2003 </a>,125.3661079,08h21m27.87s,-39.7044432,-39d42m16.00s,257.61105,-1.67291,144.16726,-56.68576,2124.54000000000,14.65000000000,-13.51000000000,0,"<div><span class=""supersubNumber"">2124.54</span><span class=""superscript"">+14.65</span><span class=""subscript"">-13.51</span></div>",15.5840,272.8400,-14.0020,0,"<div><span class=""supersubNumber"">272.840</span><span class=""superscript"">+15.584</span><span class=""subscript"">-14.002</span></div>",3.3180000000,0.0220000000,-0.0210000000,0,"<div><span class=""supersubNumber"">3.318</span><span class=""superscript"">+0.022</span><span class=""subscript"">-0.021</span></div>",,,,,,2456159.10000000,1912.30000000,-131.90000000,0,"<div><span class=""supersubNumber"">2456159.1</span><span class=""superscript"">+1912.3</span><span class=""subscript"">-131.9</span></div>",0.175000,0.044000,-0.044000,0,0.175&plusmn;0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.574&plusmn;0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9921100,0.0002350,-0.0002350,6.992110&plusmn;0.000235,6.5440000,0.0060000,-0.0060000,6.544&plusmn;0.006,0,BJD,[Fe/H],,,,,,32.00000,,,0,32,,,,,,-0.44529894333175685,0.62738210058645660,-0.63882748135263101,115164539,30.40000,1.83000,-1.91000,0,"<div><span class=""supersubNumber"">30.40</span><span class=""superscript"">+1.83</span><span class=""subscript"">-1.91</span></div>",,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-24,2018-08,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,2019-06-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99300000,0.01800000,-0.01800000,0,1.993&plusmn;0.018,633.43519000,5.72094000,-5.72094000,0,633.4&plusmn;5.7,Msini,1.99300000,0.01800000,-0.01800000,0,1.993&plusmn;0.018,633.43519000,5.72094000,-5.72094000,0,633.4&plusmn;5.7,5732.00,23.00,-23.00,0,5732&plusmn;23,0.2200,0.0200,-0.0200,0,0.22&plusmn;0.02,,,,,,,,,,,,,,,,4.458000,0.017000,-0.017000,0,4.458&plusmn;0.017,0.9190,0.7330,-0.7330,0,0.9190&plusmn;0.7330,1.078000,0.015000,-0.015000,0,1.078&plusmn;0.015,,,,,,0.984000,0.022000,-0.022000,0,0.9840&plusmn;0.0220,0,0,0,1,1,0,0,0,0,0,Published Confirmed,1,1,0,0,1,2,0,0,0,0,1,302.2287869,0.0513139,-0.0513139,302.2287869&plusmn;0.0513139,-201.9890000,0.0521367,-0.0521367,-201.9890000&plusmn;0.0521367,224.8170000,0.0506400,-0.0506400,224.81700&plusmn;0.05064,34.1287000,0.0319422,-0.0319422,34.1287000&plusmn;0.0319422,29.27600000,0.02760000,-0.02750000,"<div><span class=""supersubNumber"">29.2760</span><span class=""superscript"">+0.0276</span><span class=""subscript"">-0.0275</span></div>",7.8760000,0.0210000,-0.0210000,7.876&plusmn;0.021,7.1700000,0.0300000,-0.0300000,7.17&plusmn;0.03,5.9540000,0.0200000,-0.0200000,5.954&plusmn;0.020,5.6740000,0.0400000,-0.0400000,5.674&plusmn;0.040,5.5740000,0.0200000,-0.0200000
Kepler-20 d,d,Kepler-20,,,TIC 158554588,Gaia DR2 2102548708017562112,0,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2012-04,2011,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,287.6979913,19h10m47.52s,42.3385782,+42d20m18.88s,73.37692,14.57345,300.71449,63.90239,77.61184000000,0.00015000000,-0.00037000000,0,"<div><span class=""supersubNumber"">77.61184</span> <span class=""superscript"">+0.00015</span><span class=""subscript"">-0.00037</span></div>",,,,,,0.3453000000,0.0041000000,-0.0046000000,0,"<div><span class=""supersubNumber"">0.3453</span> <span class=""superscript"">+0.0041</span><span class=""subscript"">-0.0046</span></div>",89.57000,0.04300,-0.04800,0,"<div><span class=""supersubNumber"">89.570</span> <span class=""superscript"">+0.043</span><span class=""subscript"">-0.048</span></div>",,,,,,0.600000,,,1,&lt;0.60,369.00,,,0,369,,,,,,,,,,,4.070000,,,1,&lt;4.07,,,,,,2454997.72710000,0.00160000,-0.00190000,0,"<div><span class=""supersubNumber"">2454997.7271</span> <span class=""superscript"">+0.0016</span><span class=""subscript"">-0.0019</span></div>",,,,,,10.871&plusmn;0.013,,,,,,,,,,,,,,,,,10.7990000,0.0220000,-0.0220000,10.799&plusmn;0.022,10.8500000,0.0200000,-0.0200000,10.85&plusmn;0.02,10.7310000,0.0760000,-0.0760000,10.731&plusmn;0.076,9.3280000,,,9.328,,,,,12.4535000,0.0001420,-0.0001420,12.453500&plusmn;0.000142,11.9623000,0.0074000,-0.0074000,11.9623&plusmn;0.0074,0,BJD,[Fe/H],,12.498,,,12.498,,,,,,,,,,,0.22470979426456594,-0.70419407420993885,0.67351036681641629,-1933436408,1.20000,1.00000,-1.30000,0,"<div><span class=""supersubNumber"">1.2</span> <span class=""superscript"">+1.0</span><span class=""subscript"">-1.3</span></div>",0.24500000,0.01500000,-0.02700000,0,"<div><span class=""supersubNumber"">0.245</span> <span class=""superscript"">+0.015</span><span class=""subscript"">-0.027</span></div>",2.75000000,0.17000000,-0.30000000,0,"<div><span class=""supersubNumber"">2.75</span> <span class=""superscript"">+0.17</span><span class=""subscript"">-0.30</span></div>",0.02670000,0.00046000,-0.00069000,0,"<div><span class=""supersubNumber"">0.02670</span> <span class=""superscript"">+0.00046</span><span class=""subscript"">-0.00069</span></div>",78.300000,,,,,,,,,,2017-03-28,2012-04,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,2014-05-14,0,7.400000,-6.300000,0,"<div><span class=""supersubNumber"">78.3</span> <span class=""superscript"">+7.4</span><span class=""subscript"">-6.3</span></div>",0.588000,0.041000,-0.032000,0,"<div><span class=""supersubNumber"">0.588</span> <span class=""superscript"">+0.041</span><span class=""subscript"">-0.032</span></div>",,,,,,,,,,,0.06300000,,,1,&lt;0.063,20.10000000,,,1,&lt;20.1,0.06300000,,,1,&lt;0.063,20.10000000,,,1,&lt;20.1,Mass,,,,,,,,,,,5455.00,100.00,-100.00,0,5455&plusmn;100,0.0100,0.0400,-0.0400,0,0.01&plusmn;0.04,-21.87000,0.96000,-0.96000,0,-21.87&plusmn;0.96,,,,,,-0.14874,0.07816,-0.22801,0,"<div><span class=""supersubNumber"">-0.15</span><span class=""superscript"">+0.08</span><span class=""subscript"">-0.23</span></div>",4.400000,0.010000,-0.010000,0,4.40&plusmn;0.01,8.8000,4.7000,-2.7000,1,"<div>&lt;<span class=""supersubNumber"">8.80</span><span class=""superscript"">+4.70</span><span class=""subscript"">-2.70</span></div>",0.912000,0.034000,-0.034000,-1,&gt;0.912&plusmn;0.034,1.510000,0.380000,-0.380000,0,1.51&plusmn;0.38,0.944000,0.060000,-0.095000,0,"<div><span class=""supersubNumber"">0.9440</span><span class=""superscript"">+0.0600</span><span class=""subscript"">-0.0950</span></div>",0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,6,0,0,0,0,0,0,2,0,3,27.2511636,0.0428795,-0.0428795,27.2511636&plusmn;0.0428795,-3.9763400,0.0391963,-0.0391963,-3.9763400&plusmn;0.0391963,-26.9595000,0.0429561,-0.0429561,-26.9595000&plusmn;0.0429561,3.5102600,0.0219335,-0.0219335,3.5102600&plusmn;0.0219335,282.56300000,1.77600000,-1.75300000,"<div><span class=""supersubNumber"">282.563</span><span class=""superscript"">+1.776</span><span class=""subscript"">-1.753</span></div>",13.2780000,0.0000000,0.0000000,13.278&plusmn;0.000,12.6100000,0.0690000,-0.0690000,12.610&plusmn;0.069,11.2520000,0.0210000,-0.0210000,11.252&plusmn;0.021,10.9100000,0.0190000,-0.0190000,10.910&plusmn;0.019,10.8710000,0.0130000,-0.0130000
Kepler-976 b,b,Kepler-976,,,TIC 159174942,Gaia DR2 2127721958016074368,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05,2016,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,289.8696232,19h19m28.71s,46.7296855,+46d43m46.87s,78.17734,14.92550,307.66091,67.58792,105.95641480000,0.00046260000,-0.00046260000,0,105.9564148&plusmn;0.0004626,,,,0,,0.4209000000,,,0,.4209,89.95000,,,0,89.95,,,,,,0.000000,,,0,0,322.00,,,0,322,,,,,,2.5400,1.9200,-0.5700,0,"<div><span class=""supersubNumber"">2.54</span> <span class=""superscript"">+1.92</span><span class=""subscript"">-0.57</span> </div>",,,,,,0.24051000,0.00643000,-0.00643000,0,0.24051&plusmn0.00643,2455015.05368000,0.00362000,-0.00362000,0,2455015.054&plusmn;0.00362,6.9860000,0.1170000,-0.1170000,0,6.986&plusmn;0.117,13.887&plusmn;0.060,,,,,,,,,,,,,,,,,13.3560000,0.0240000,-0.0240000,13.356&plusmn;0.024,13.4950000,0.0290000,-0.0290000,13.495&plusmn;0.029,13.1160000,0.5370000,-0.5370000,13.116&plusmn;0.537,9.4180000,,,9.418,,,,,15.8033000,0.0005000,-0.0005000,15.8033&plusmn;0.0005,15.2083000,0.0066000,-0.0066000,15.2083&plusmn;0.0066,0,BJD,[Fe/H],,15.795,,,15.795,,,,,,,,,,,0.23296842841695592,-0.64463582186590096,0.72812798911194732,1807543382,,,,,,0.33990602,0.08207704,-0.02408783,0,"<div><span class=""supersubNumber"">0.340</span><span class=""superscript"">+0.082</span><span class=""subscript"">-0.024</span></div>",3.81000000,0.92000000,-0.27000000,0,"<div><span class=""supersubNumber"">3.81</span> <span class=""superscript"">+0.92</span><span class=""subscript"">-0.27</span> </div>",0.04388000,0.00143500,-0.00074700,0,"<div><span class=""supersubNumber"">0.04388</span> <span class=""superscript"">+0.001435</span><span class=""subscript"">-0.000747</span> </div>",120.949000,,,,,,,,,,2014-11-21,2014-12-18,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,2014-11-21,0,0.925000,-0.925000,0,120.949&plusmn;0.925,0.000400,0.427400,-0.000300,0,"<div><span class=""supersubNumber"">0.0004</span> <span class=""superscript"">+0.4274</span><span class=""subscript"">-0.0003</span> </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5308.00,176.00,-141.00,0,"<div><span class=""supersubNumber"">5308</span> <span class=""superscript"">+176</span><span class=""subscript"">-141</span> </div>",0.0200,0.2600,-0.2800,0,"<div><span class=""supersubNumber"">0.020</span> <span class=""superscript"">+0.260</span><span class=""subscript"">-0.280</span> </div>",,,,,,,,,,,,,,,,4.583000,0.025000,-0.160000,0,"<div><span class=""supersubNumber"">4.583</span> <span class=""superscript"">+0.025</span><span class=""subscript"">-0.16</span> </div>",,,,0,,0.887000,0.067000,-0.091000,0,"<div><span class=""supersubNumber"">0.887</span> <span class=""superscript"">+0.067</span><span class=""subscript"">-0.091</span> </div>",2.981330,0.022810,-1.076760,0,"<div><span class=""supersubNumber"">2.98133</span> <span class=""superscript"">+0.02281</span><span class=""subscript"">-1.07676</span> </div>",0.796000,0.192000,-0.057000,0,"<div><span class=""supersubNumber"">0.796</span> <span class=""superscript"">+0.192</span><span class=""subscript"">-0.057</span> </div>",0,0,1,0,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),1,1,0,0,0,0,0,0,0,0,1,8.9546396,0.0644656,-0.0644656,8.9546396&plusmn;0.0644656,-5.9728600,0.0662387,-0.0662387,-5.9728600&plusmn;0.0662387,-6.6716200,0.0630084,-0.0630084,-6.6716200&plusmn;0.0630084,0.9596260,0.0323956,-0.0323956,0.9596260&plusmn;0.0323956,1012.41000000,34.57000000,-32.39900000,"<div><span class=""supersubNumber"">1012.410</span><span class=""superscript"">+34.570</span><span class=""subscript"">-32.399</span></div>",16.8680000,0.0920000,-0.0920000,16.868&plusmn;0.092,15.8610000,0.2400000,-0.2400000,15.861&plusmn;0.240,14.3610000,0.0460000,-0.0460000,14.361&plusmn;0.046,13.9730000,0.0570000,-0.0570000,13.973&plusmn;0.057,13.8870000,0.0600000,-0.0600000
Kepler-188 c,c,Kepler-188,,,TIC 123235018,Gaia DR2 2117317829237452160,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-03,2014,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,281.2797173,18h45m07.13s,44.3154743,+44d18m55.71s,73.51949,19.64002,290.92777,66.93695,5.99653711260,0.00000824650,-0.00000824650,0,5.9965371126&plusmn;0.0000082465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455005.50527000,0.00110061,-0.00110061,0,2455005.50527000&plusmn;0.00110061,,,,,,13.144&plusmn;0.027,,,,,,,,,,,,,,,,,13.0570000,0.0230000,-0.0230000,13.057&plusmn;0.023,13.1360000,0.0260000,-0.0260000,13.136&plusmn;0.026,12.5610000,,,12.561,9.0540000,,,9.054,,,,,14.6336000,0.0003370,-0.0003370,14.633600&plusmn;0.000337,14.1665000,0.0069000,-0.0069000,14.1665&plusmn;0.0069,0,BJD,,,14.674,,,14.674,,,,,,,,,,,0.13995187886395330,-0.70168337734780684,0.69860855244995723,-59008110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-16,2019-03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-04-18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.00,122.00,-122.00,0,5704.0&plusmn;122.0,,,,,,,,,,,,,,,,0.03447,,,0,0.03447003,4.391610,,,0,4.39161,,,,,,1.020000,,,0,1.02,1.188994,,,0,1.1889939,1.065440,,,0,1.06544,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,14.9364819,0.0406642,-0.0406642,14.9364819&plusmn;0.0406642,2.1951200,0.0436188,-0.0436188,2.1951200&plusmn;0.0436188,-14.7743000,0.0405966,-0.0405966,-14.7743000&plusmn;0.0405966,1.0039200,0.0231561,-0.0231561,1.0039200&plusmn;0.0231561,968.54400000,22.38000000,-21.40900000,"<div><span class=""supersubNumber"">968.544</span><span class=""superscript"">+22.380</span><span class=""subscript"">-21.409</span></div>",15.5990000,0.0290000,-0.0290000,15.599&plusmn;0.029,14.7190000,0.0800000,-0.0800000,14.719&plusmn;0.080,13.5360000,0.0260000,-0.0260000,13.536&plusmn;0.026,13.1970000,0.0250000,-0.0250000,13.197&plusmn;0.025,13.1440000,0.0270000,-0.0270000
K2-151 b,b,K2-151,,,TIC 376936928,Gaia DR2 2579620343673729408,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-03,2018,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,19.3047733,01h17m13.15s,9.5012663,+09d30m04.56s,133.49358,-52.84098,21.39753,1.24627,3.83537600000,0.00026400000,-0.00025300000,0,"<div><span class=""supersubNumber"">3.835376</span> <span class=""superscript"">+0.000264</span><span class=""subscript"">-0.000253</span> </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457395.23812000,0.00281700,-0.00291600,0,"<div><span class=""supersubNumber"">2457395.23812</span> <span class=""superscript"">+0.002817</span><span class=""subscript"">-0.002916</span> </div>",1.5408000,0.1104000,-0.1008000,0,"<div><span class=""supersubNumber"">1.54080</span><span class=""superscript"">+0.11040</span><span class=""subscript"">-0.10080</span></div>",10.117&plusmn;0.021,17.5194000,0.0128086,-0.0128086,17.5194000&plusmn;0.0128086,14.5905000,0.0110489,-0.0110489,14.5905000&plusmn;0.0110489,15.7528000,0.0140777,-0.0140777,15.7528000&plusmn;0.0140777,12.4406000,0.0045630,-0.0045630,12.440600&plusmn;0.004563,9.9670000,0.0230000,-0.0230000,9.967&plusmn;0.023,9.8770000,0.0200000,-0.0200000,9.877&plusmn;0.020,9.8430000,0.0460000,-0.0460000,9.843&plusmn;0.046,8.7660000,,,8.766,15.2151000,0.0032983,-0.0032983,15.2151000&plusmn;0.0032983,13.3119000,0.0004870,-0.0004870,13.311900&plusmn;0.000487,12.2448000,0.0073438,-0.0073438,12.2448000&plusmn;0.0073438,0,BJD,,,13.384,,,13.384,,,,,,,,,,,0.93082668571017935,0.32605792904309600,0.16506940382133331,706469216,,,,,,0.13000000,0.04000000,-0.03000000,0,"<div><span class=""supersubNumber"">0.13</span> <span class=""superscript"">+0.04</span><span class=""subscript"">-0.03</span> </div>",1.50000000,0.40000000,-0.30000000,0,"<div><span class=""supersubNumber"">1.5</span> <span class=""superscript"">+0.4</span><span class=""subscript"">-0.3</span> </div>",0.02990000,0.00530000,-0.00240000,0,"<div><span class=""supersubNumber"">0.0299</span> <span class=""superscript"">+0.0053</span><span class=""subscript"">-0.0024</span> </div>",,,,,,,,,,,2017-12-14,2018-01,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2017-12-14,0,,,,,0.520000,0.290000,-0.350000,0,"<div><span class=""supersubNumber"">0.52</span> <span class=""superscript"">+0.29</span><span class=""subscript"">-0.35</span> </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.450000,,,0,0.45,0,0,1,0,0,0,0,0,0,0,Published Candidate,2,1,0,0,0,0,0,0,0,0,1,62.5229431,0.0566461,-0.0566461,62.5229431&plusmn;0.0566461,55.3851000,0.0591922,-0.0591922,55.3851000&plusmn;0.0591922,-29.0105000,0.0461929,-0.0461929,-29.0105000&plusmn;0.0461929,14.3638000,0.0312634,-0.0312634,14.3638000&plusmn;0.0312634,69.47980000,0.15240000,-0.15170000,"<div><span class=""supersubNumber"">69.4798</span><span class=""superscript"">+0.1524</span><span class=""subscript"">-0.1517</span></div>",15.6390000,0.1120000,-0.1120000,15.639&plusmn;0.112,14.1750000,0.0670000,-0.0670000,14.175&plusmn;0.067,10.9300000,0.0270000,-0.0270000,10.930&plusmn;0.027,10.3350000,0.0220000,-0.0220000,10.335&plusmn;0.022,10.1170000,0.0210000,-0.0210000
